Sample Name,CJ001,CJ002,CJ003,CJ004,CJ005,CJ006,CJ007,CJ008,CJ009,CJ010,CJ011,CJ012,CJ013,CJ014,CJ015,CJ016,CJ017,CJ018
Treatment,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,Ca,None,None,None,None,None,None,None,None,None
Elevation,High,High,High,Low,Low,Low,Spruce Fir,Spruce Fir,Spruce Fir,High,High,High,Low,Low,Low,Spruce Fir,Spruce Fir,Spruce Fir
Depth,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe,Mineral,Oa/A,Oi/Oe
Gene1954,0,0,1.854200997,0.273741235,0.242248884,0,0,0.476302634,0,0.193627187,0,0.311570449,0,0.214162617,0.243973191,0.212569353,0.18980486,0.542554886
Gene1955,0,0,0.264885857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18980486,0.271277443
Gene1956,0,0.607243258,1.854200997,0.54748247,0.242248884,0.706864146,1.137729558,1.905210536,0.543814894,0.387254374,1.316763532,0.311570449,0.322458163,0.428325233,3.171651486,4.038817715,0.18980486,1.085109771
Gene1957,0,0,0,0,0,0.235621382,0,0,0,0,0,0,0,0,0.243973191,0,0,0
Gene1958,146.283345,203.4264915,335.6103805,110.0439765,156.008281,303.4803399,151.0335989,190.9973563,279.5208556,113.2719045,206.4685218,205.0133555,110.9256081,174.9708578,242.5093521,116.062867,169.4957397,204.8144693
Gene1959,169.283871,217.0894648,250.3171346,192.9875708,226.744955,285.1018721,191.991863,242.6761921,264.565946,167.8747712,285.7376865,238.0398231,217.9817182,253.1402129,256.6597972,213.4196308,317.7333352,319.5648276
Gene1960,152.4168186,156.0615174,147.0116505,151.9263855,153.3435433,164.2281032,154.1623551,167.8966785,143.8390395,160.5169381,174.8661971,169.4943243,169.4517647,145.6305793,144.4321292,170.6931908,161.7137405,143.7770447
Gene1961,0,0,0.264885857,0,0,0,0,0,0,0,0.526705413,0,0,0,0.243973191,0,0,0
Gene1962,11.34692613,17.91367612,9.271004985,15.05576793,14.7771819,19.5565747,15.64378143,25.95849356,18.21779895,9.294104982,20.5415111,12.77438841,23.37821682,17.9896598,21.95758721,24.87061435,21.63775401,18.17558867
Gene1963,114.695956,118.716057,123.4368092,130.3008279,127.4229128,130.7698669,137.0964118,123.6005336,124.8055182,117.1444482,129.0428262,124.3166092,112.8603571,123.1435046,111.2517752,134.131262,95.28203958,105.5269252
Gene1964,0,0,0.264885857,0,0,0,0,0,0,0,0.263352706,0,0,0,0,0.425138707,0,0.271277443
Gene1965,0,0,0,0,0,0,0,0,0,0,0,0.311570449,0,0,0,0,0,0
Gene1966,8.28018934,5.768810954,12.71452112,6.022307173,4.844977672,9.660476657,7.679674518,4.286723707,7.885315965,5.034306865,8.427286606,9.970254369,0,9.208992517,10.73482041,3.613679008,3.606292335,4.069161641
Gene1967,93.53547218,95.33719155,81.84972972,69.80401496,94.96156237,87.65115406,87.3207436,72.39800039,67.97686176,69.89941455,76.37228487,70.10335103,66.42638159,83.73758312,65.62878845,58.66914154,47.07160521,64.29275394
Gene1968,174.1906498,183.6910856,203.6972238,163.4235174,183.3824049,206.8755733,180.8989998,184.5672707,196.3171768,180.073284,186.4537162,206.8827782,177.5132188,194.6738186,193.7147139,166.6543731,189.0456403,193.6920941
Gene1969,0.306673679,0.910864887,2.913744424,1.094964941,0.968995534,2.827456583,0.853297169,0.714453951,1.359537235,0,0.790058119,1.246281796,0,0.856650467,2.439731912,0.63770806,0.569414579,2.712774428
Gene1970,175.4173445,215.5713567,279.4545788,140.7029949,199.6130801,319.2669725,168.668407,209.3350077,281.1523003,181.6223015,274.9402255,276.0514178,186.3808183,232.3664391,321.3126929,147.0979926,204.4198339,286.740257
Gene1971,27.60063113,31.88027106,32.84584623,33.39643069,27.37412385,30.63077965,35.5540487,31.91227649,25.55930002,34.07838493,34.76255725,31.46861535,36.43777243,34.05185605,31.96048805,29.75970948,31.50760671,31.19690592
Gene1972,15.94703132,15.48470309,35.75959066,14.50828546,14.05043525,19.08533193,14.50605187,19.528408,17.13016916,10.06861373,19.22474757,21.18679053,10.64111938,13.27808223,22.44553359,11.26617573,15.37419364,23.87241496
Gene1973,0,0,0.264885857,0,0,0.471242764,0,0.476302634,0,0.387254374,0,0.311570449,0,0.428325233,0.487946382,0,0.379609719,0
Gene1974,178.1774077,147.2564901,159.9910575,174.3731668,165.9404853,165.4062101,169.5217042,170.0400404,150.3648182,186.4629812,160.6451509,166.6901902,166.7108703,156.981198,145.1640488,185.7856149,147.6681809,139.707883
Gene1975,14.41366293,26.41508174,29.40233009,13.68706176,26.40512831,33.45823623,17.91924054,24.76773697,36.43559791,18.20095559,40.02961138,34.27274939,14.34938826,15.4197084,31.22856848,11.90388379,23.91541233,33.90968035
Gene1976,0,0,0,0,0,0,0,0,0.271907447,0,0,0,0,0,0,0,0,0
Gene1977,0,0,0,0,0,0,0,0.476302634,0,0,0,0,0,0,0,0,0,0
Gene1978,39.86757831,44.63237949,73.10849645,35.0388781,32.70359929,46.888655,31.85642763,36.43715151,40.51420961,33.110249,36.07932078,40.81572882,40.46849947,28.05530278,54.40602165,25.50832241,22.20716859,28.21285405
Gene1979,25.45391538,19.12816264,18.01223826,18.34066275,18.16866627,18.61408917,15.92821382,19.528408,22.29641066,23.81614402,17.38127862,23.05621323,16.44536632,22.91539998,18.78593573,13.17929991,9.680047846,12.20748492
Gene1980,0.306673679,0,0.264885857,0,0,0,0,0.238151317,0,0,0.263352706,0,0,0,0,0,0,0
Gene1981,6.133473585,2.428973033,2.119086854,4.379859762,1.937991069,1.649349673,1.991026727,1.190756585,1.631444682,6.583324362,4.213643303,1.557852245,2.902123468,3.21243925,3.90357106,0.850277414,0.759219439,0
Gene1982,3.986757831,3.339837921,7.151918131,4.653600998,2.906986603,6.361777311,7.110809739,5.477480292,5.981963835,2.904407807,4.740348716,2.804134041,6.126705098,7.06736635,3.659597869,3.401109655,0.759219439,5.154271413
Gene1983,137.696482,114.7689758,86.08790343,128.3846393,109.7387443,83.88121195,124.5813866,123.1242309,82.11604901,161.0978197,125.619241,128.6785955,127.0485162,104.0830317,85.14664375,151.561949,113.5033061,91.42049821
Gene1984,11.96027349,17.00281123,12.44963527,16.15073287,21.07565287,11.54544771,15.07491665,11.43126322,16.85826172,8.325969046,9.744050138,14.95538155,16.44536632,18.84631027,14.88236467,15.5175628,9.490242986,11.93620748
Gene1985,1223.934654,1376.013223,1285.755948,1362.683869,1416.186974,1391.108639,1494.407775,1503.211113,1367.422551,1358.488345,1475.828567,1356.889306,1466.700955,1535.117636,1464.81504,1532.199899,1618.655844,1520.238789
Gene1986,51.8278518,66.18951516,73.37338231,63.23422532,70.25217624,99.43222316,55.46431597,69.30203326,98.97431073,54.21561239,93.22685808,79.4504645,66.42638159,66.8187364,88.07432204,65.04622214,76.49135847,87.08005913
Gene1987,3.066736793,2.125351404,2.119086854,2.189929881,1.211244418,1.413728291,1.137729558,3.334118439,0.543814894,1.742644684,1.316763532,2.804134041,2.09597806,2.355788783,2.439731912,1.487985474,0.949024299,1.085109771
Gene1988,13.49364189,10.32313539,8.476347415,13.13957929,11.14344865,4.241184874,9.955133635,12.14571717,6.253871282,14.90929341,3.160232477,7.789261226,11.44726479,13.70640747,10.00290084,8.71534349,5.314536072,6.239381184
Gene1989,2129.848703,2162.089621,2103.193702,2103.15391,2105.142798,2046.371702,2132.389625,2138.836979,2037.674408,2186.24457,2037.823242,2176.319587,1913.46674,1994.924774,2041.079718,2039.602946,2063.178825,1989.820043
Gene1990,291.9533427,286.3151963,366.072254,273.7412351,297.2393802,325.6287498,290.4054697,307.6915016,320.8507875,265.0756192,268.8831133,297.2382084,278.9263111,275.8414503,315.7013095,253.5952386,293.0587034,301.3892389
Gene1991,138.0031557,186.7273019,250.8469063,194.6300182,185.5626448,295.9404556,165.8240831,200.7615603,249.3391289,146.3821535,237.5441412,218.7224552,207.663057,225.2990727,267.6385908,187.2736004,209.5445651,284.8413149
Gene1992,0.306673679,0.303621629,0.529771713,0.273741235,0.484497767,1.413728291,0.853297169,0,0.543814894,0,0.263352706,0.934711347,0,0.428325233,0.731919574,0,0.379609719,2.712774428
Gene1993,172.9639551,184.2983289,201.578137,208.5908212,183.8669026,175.3023081,178.6235406,187.9013892,185.4408789,181.6223015,169.8624957,194.7315306,192.1850652,176.2558335,185.1756522,173.8817311,127.7386706,144.3195996
Gene1994,11.96027349,21.55713567,29.93210181,14.23454423,22.04464841,27.09645892,15.64378143,16.90874351,28.00646705,10.84312248,16.59122051,19.31736784,18.86380254,13.70640747,27.56897061,23.38262887,20.11931513,28.75540893
Gene1995,7.053494623,7.590540729,9.535890842,7.391013349,10.17445311,12.959176,6.54194496,12.86017112,13.8672798,8.132341859,17.90798404,13.39752931,8.061454077,13.27808223,6.831249355,4.251387068,8.161608968,11.12237515
Gene1996,0,0,0,0,0,0,0.28443239,0,0,0.387254374,0,0,0,0.214162617,0.243973191,0,0,0
Gene1997,0.920021038,2.428973033,2.38397271,3.011153587,2.180239952,4.94804902,2.844323896,4.286723707,4.350519153,0.774508748,2.896879771,2.180993143,4.030727038,4.283252333,4.879463825,2.125693534,6.64317009,5.968103741
Gene1998,67.77488312,84.10319128,106.2192285,58.03314185,98.35304674,117.5750696,76.79674518,98.11834263,102.781015,69.70578736,95.86038514,108.7380867,85.77387138,100.2281046,105.884365,73.76156563,118.8178422,138.6227733
Gene1999,67.77488312,84.10319128,106.2192285,58.03314185,98.35304674,117.5750696,76.79674518,98.11834263,102.781015,69.70578736,95.86038514,108.7380867,85.77387138,100.2281046,105.884365,73.76156563,118.8178422,138.6227733
Gene2000,52.13452548,61.33156909,82.37950144,47.63097492,63.4692075,75.63446359,47.21577667,53.82219766,69.60830645,60.60530957,65.04811849,60.44466711,63.20179996,52.46984108,58.5535659,50.37893676,57.5108725,60.22359229
Gene2001,0,0,0,0.821223705,0.484497767,0.235621382,0,0.476302634,0,0,0,0,0,0.428325233,0,0,0.569414579,0.271277443
Gene2002,487.61115,505.5300125,499.5747258,493.555447,480.8640339,495.9830089,507.9962478,495.8310421,494.0558313,499.9453971,499.8434368,505.9904092,490.458866,478.225123,518.4430314,504.8522143,518.7366816,485.0440677
Gene2003,1.533368396,0.303621629,0,0,0,0,0,0,0.543814894,0,0.790058119,0,0,0,0,0,0,0
Gene2004,144.7499766,170.9389772,190.452931,166.7084122,175.1459428,195.3301256,168.3839746,182.4239089,193.8700098,161.4850741,165.9122051,157.6546472,179.2867387,184.1798503,198.1062313,189.8244326,157.9176433,190.1654874
Gene2005,4.29343151,20.94989241,32.58096038,9.58094323,19.1376618,35.34320728,18.77253771,19.528408,34.26033833,11.23037685,29.23215041,21.80993143,11.76972295,19.91712335,41.47544251,14.45471603,25.4338512,30.11179615
Gene2006,0,0,0.264885857,0,0,0,0,0,0,0,0,0,1.128603571,0.64248785,0.487946382,0,0,0
Gene2007,422.2896564,403.2095235,435.7372343,433.6061165,357.0748544,381.94226,375.7351866,356.750673,422.5441727,378.3475236,410.5668693,415.0118381,404.5237656,382.9227586,440.6155834,317.578614,331.3992851,339.3680809
Gene2008,130.6429874,131.1645438,97.21310941,157.6749514,144.6225835,119.695662,166.3929479,154.3220535,119.3673693,171.1664334,147.4775156,137.0909976,172.9988045,149.0571812,129.3057914,185.5730455,183.3514945,145.9472642
Gene2009,532.0788335,605.4215285,704.331493,553.5047775,622.0951331,828.6804001,578.5354804,687.0665497,793.9697454,507.4968574,730.2770549,696.0483832,597.192518,695.8143416,774.6148822,570.9612833,748.7801716,851.5398928
Gene2010,532.0788335,605.4215285,704.331493,553.5047775,622.0951331,828.6804001,578.5354804,687.0665497,793.9697454,507.4968574,730.2770549,696.0483832,597.192518,695.8143416,774.6148822,570.9612833,748.7801716,851.5398928
Gene2011,132.7897031,150.5963281,175.3544371,122.9098146,146.5605746,149.1483347,137.6652766,130.5069217,159.337764,130.6983513,147.4775156,131.4827295,126.2423708,140.4906765,151.9952981,118.4011298,110.6562332,113.6652485
Gene2012,8.58686302,10.01951376,33.6405038,13.96080299,10.65895088,28.03894444,10.52399841,10.47865795,18.21779895,7.164205923,17.11792592,18.38265649,12.57586836,13.27808223,20.49374806,6.589649956,7.21258467,17.09047889
Gene2013,55.50793595,73.17281263,92.97493571,56.39069444,85.75610479,103.2021653,64.28172004,76.92287541,88.36992029,69.1249058,81.37598629,84.43559169,92.70672188,91.01911209,98.07722288,72.69871887,108.18877,97.38860195
Gene2014,887.5136278,796.0959116,803.9285751,794.3970644,828.7334308,851.5356741,805.2280949,797.5687608,838.2906593,799.0994012,812.1797466,807.9021744,811.1435092,815.5312443,846.5869736,744.630445,796.4211914,842.0451823
Gene2015,0,0,0,0,0,0,0,0,0,0,0,0.311570449,0,0,0,0,0,0
Gene2016,3.680084151,0,4.767945421,0,1.211244418,4.476806256,0,0,5.710056388,0,6.847170367,2.804134041,0,0,1.219865956,8.71534349,1.518438878,0
Gene2017,0,0,0.264885857,0.821223705,0,0.706864146,0,0,0.543814894,0,0.263352706,0,0.322458163,0,0.243973191,0,0.569414579,0.271277443
Gene2018,878.9267648,916.0264552,867.7660666,1116.043016,1043.123693,1000.91963,1015.992496,969.7521631,994.9093488,937.3492128,979.1453625,918.1981133,1103.774292,1090.087719,1023.71151,1060.295935,956.8062979,979.3115684
Gene2019,40.48092566,35.52373061,43.4412805,33.67017192,30.52335933,31.80888655,31.00313046,35.96084888,37.79513514,24.97790714,25.80856523,36.14217209,28.86000559,31.91022988,34.64419316,31.4602643,29.2299484,33.90968035
Gene2020,0,0.303621629,0,0,0,0,0,0.238151317,0.543814894,0.193627187,0.263352706,0,0,0,0,0,0,0
Gene2021,5.826799906,5.465189325,6.622146418,4.106118527,4.602728788,4.476806256,3.128756285,5.239328975,5.438148941,3.098034994,3.68693789,4.673556736,5.481788772,4.711577567,5.611383399,3.401109655,1.518438878,4.340439084
Gene2022,0,0,0,0,0.726746651,0.942485528,0,0,0,0,0,0,0,0,0,0,0,0
Gene2023,0,0,0,0,0,0,0.28443239,0,0,0,0,0,0.161229082,0,0.243973191,0,0,0
Gene2024,0,0,0.264885857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene2025,0,0,0,0,0,0.235621382,0,0,0.271907447,0,0,0,0.161229082,0,0,0,0.18980486,0
Gene2026,27.29395746,30.66578454,41.5870795,36.40758427,40.94006133,53.72167507,29.29653613,34.29378966,36.43559791,28.26956932,30.81226665,40.19258793,39.33989589,40.26257193,51.23437016,32.73568042,32.07702129,42.86183596
Gene2027,29.13399953,23.37886544,26.22369981,21.89929881,28.58536826,24.26900233,22.47015878,21.43361854,29.09409683,21.49261777,22.12162734,26.48348817,22.24961325,23.77205045,27.8129438,16.58040957,16.5130228,24.41496985
Gene2028,39.25423095,51.61567696,59.3344319,45.44104503,55.23274546,71.86452148,51.48226251,67.87312536,61.72299048,54.21561239,51.61713046,48.2934196,63.68548721,58.46639435,57.33369994,48.67838193,83.32433342,75.41512909
Gene2029,0,0,0,0,0,0.471242764,0,0,0,0,0.263352706,0,0,0.64248785,0,0.425138707,0,0.271277443
Gene2030,19.32044179,13.66297331,15.8931514,20.80433387,13.56593748,13.43041877,8.532971687,16.19428956,24.47167023,15.1029206,14.48439885,15.266952,17.57396989,15.4197084,18.29798934,10.41589832,12.52712074,14.92025935
Gene2031,0,0,0,0,0.242248884,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene2032,1.226694717,2.125351404,1.324429284,0.273741235,0,1.884971055,0,0,0,1.35539031,1.316763532,3.11570449,0,0.428325233,0.731919574,0,0,1.356387214
Gene2033,270.4861851,263.2399525,272.0377748,260.0541734,278.5862161,295.4692129,278.7437418,291.9735147,286.8623566,265.8501279,271.779993,270.4431498,264.0932356,264.9191568,264.9548857,268.9002321,290.7810451,286.740257
Gene2034,488.5311711,452.3962274,523.4144529,463.1701699,452.5209146,509.649049,496.9033846,545.1283648,497.5906281,536.5409355,523.5451804,528.1119111,488.362888,496.4289454,496.9733906,469.9908404,517.7876573,494.5387782
Gene2035,488.5311711,452.3962274,523.4144529,463.1701699,452.5209146,509.649049,496.9033846,545.1283648,497.5906281,536.5409355,523.5451804,528.1119111,488.362888,496.4289454,496.9733906,469.9908404,517.7876573,494.5387782
Gene2036,488.5311711,452.3962274,523.4144529,463.1701699,452.5209146,509.649049,496.9033846,545.1283648,497.5906281,536.5409355,523.5451804,528.1119111,488.362888,496.4289454,496.9733906,469.9908404,517.7876573,494.5387782
Gene2037,0,0,0,0,0,0,0,0.476302634,0,0,0,0,0,0,0,0.212569353,0,0
Gene2038,581.7599696,567.1652033,583.5435423,543.650093,546.9979792,602.0126307,569.4336439,588.9482071,568.8303792,569.0703029,544.6133969,585.4408737,581.2308389,556.3944781,575.5327582,560.7579543,567.3267257,601.6933681
Gene2039,0,0.303621629,0,0,0,0,0,0,0,0,0,0.623140898,0,0,0,0.425138707,0,0.271277443
Gene2040,170.8172394,144.5238955,124.4963527,176.5630967,144.6225835,126.5286821,190.569701,168.6111325,132.1470193,215.3134321,169.3357902,161.3934926,171.3865137,138.3490504,129.7937377,169.2052053,135.7104747,123.159959
Gene2041,99.97561944,128.1283275,165.0238887,112.5076476,106.5895088,159.5156755,95.85371528,100.2617045,144.9266693,90.03664201,123.2490666,127.4323137,97.54359433,97.01566535,117.5950782,83.32718654,89.20828407,117.4631327
Gene2042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243973191,0,0.18980486,0
Gene2043,0,16.09194635,14.03895041,10.1284257,9.205457577,15.31538982,16.78151098,14.28907902,19.30542874,8.71322342,18.43468945,9.347113471,6.126705098,14.56305793,17.07812339,15.09242409,19.36009569,0
Gene2044,21.46715755,16.39556797,9.006119128,14.23454423,15.74617743,5.419291783,9.955133635,8.09714478,8.429130859,14.52203903,14.22104615,7.477690777,11.76972295,15.63387102,7.563168929,8.502774136,7.971804108,4.88299397
Gene2045,324.7674263,329.7330893,368.1913408,292.9031216,296.5126335,292.8773777,265.0909871,273.8740146,266.7412056,288.5045088,263.3527064,280.1018337,271.8322315,310.1074689,290.5720708,242.9667709,230.6129046,221.6336707
Gene2046,27.29395746,36.13097387,35.4947048,34.49139563,33.43034594,38.87752801,31.00313046,51.20253317,48.94334047,42.59798117,45.0333128,52.03226499,35.63162702,32.33855512,51.96628974,29.97227883,31.127997,54.25548855
Gene2047,1.840042076,0.607243258,0.264885857,1.368706176,0.968995534,0,1.706594337,0.476302634,0.543814894,0,1.053410826,1.869422694,0.806145408,0.856650467,0,1.062846767,0,0
Gene2048,55.50793595,47.06135252,38.14356337,40.23996157,64.19595415,53.72167507,26.16777984,21.90992117,9.516760647,60.60530957,29.23215041,27.10662907,33.69687804,46.04496258,17.81004296,19.13124181,16.70282766,10.57982027
Gene2049,20.54713651,16.39556797,12.18474941,16.42447411,16.95742185,15.78663259,12.79945753,12.86017112,9.788668094,13.5539031,8.1639339,11.21653617,15.31676275,18.41798503,7.075222546,12.54159185,13.47614504,16.27664657
Gene2050,0,0.303621629,0.264885857,0.273741235,0,0,0,0,0,0,0,0,0.161229082,0,0,0,0,0
Gene2051,28.82732585,23.68248707,26.48858567,24.63671116,19.86440845,20.02781746,18.48810532,18.33765141,20.39305853,18.39458278,19.22474757,23.67935413,22.89452958,19.70296073,16.8341502,12.96673056,11.7679013,12.20748492
Gene2052,127.8829243,112.3400028,139.8597323,112.2339064,86.96734921,102.4953011,84.76085209,94.06977024,82.6598639,109.3993607,88.74986207,99.07940279,96.41499076,80.31098125,103.2006599,52.29206094,53.33516558,57.51081787
Gene2053,0,1.214486517,4.767945421,0.54748247,0,4.476806256,0,0.952605268,0,0.774508748,0,0,0.967374489,0.856650467,2.439731912,0,0.569414579,1.356387214
Gene2054,0,1.214486517,3.443516137,0,1.453493302,1.884971055,0.853297169,0.714453951,1.903352129,0.774508748,2.896879771,1.869422694,0.806145408,0.856650467,0.731919574,1.27541612,0.569414579,1.356387214
Gene2055,0,0.303621629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gene2056,0,0,0,1.368706176,0.726746651,0,0,0.238151317,0.271907447,0,0,0,0,0,0,0,0.18980486,0
Gene2057,538.5189808,429.017362,442.3593807,456.326639,458.8193855,421.5266522,494.9123578,464.8713709,424.9913397,534.7982908,454.0200659,441.1837558,434.0286875,438.1767137,408.6550953,442.9945325,400.2984492,366.2245477
Gene2058,107.0291141,114.1617326,134.2971294,91.42957254,79.45763382,101.5528156,60.58409898,88.35413863,108.4910714,74.54646704,101.9174974,87.86286663,74.48783567,81.16763172,109.0560165,59.09428025,69.08896894,95.21838241
Gene2059,187.6842917,163.0448149,166.348318,177.1105791,148.4985656,149.8551989,138.5185737,135.984402,124.5336108,185.1075909,126.4092991,145.1918293,156.8758963,130.4250336,143.4562365,117.9759911,95.47184444,104.7130929
Gene2060,0.613347359,0.303621629,0.529771713,0,0,0.706864146,0.568864779,0.476302634,1.087629788,0,0.526705413,0,0.644916326,0.428325233,0.487946382,0.212569353,0.759219439,0.542554886
Gene2061,0,0,0,0,0,0,0,0,0,0,0.263352706,0,0,0,0,0,0,0
Gene2062,88.32201963,118.716057,186.2147573,83.76481796,93.50806907,122.9943613,84.76085209,97.64203999,100.6057554,71.25480486,87.95980395,93.78270516,68.52235965,75.17107845,120.7667297,57.39372542,60.54775025,88.43644634
Gene2063,235.5253857,267.7942769,286.0767252,265.5289981,249.758599,277.5619879,263.9532575,253.6311527,287.9499864,252.2962248,260.9825321,249.5679297,274.2506677,262.3492054,275.4457329,258.2717644,285.466509,284.29876
Gene2064,235.5253857,267.7942769,286.0767252,265.5289981,249.758599,277.5619879,263.9532575,253.6311527,287.9499864,252.2962248,260.9825321,249.5679297,274.2506677,262.3492054,275.4457329,258.2717644,285.466509,284.29876
Gene2065,758.0973352,834.0486153,800.485059,919.4968089,859.2567901,859.7824225,861.8301404,848.771294,845.0883454,855.8321671,849.0491256,823.7922673,926.7447607,856.2221415,839.5117511,958.4752145,876.8984519,817.0876576
Gene2066,758.0973352,834.0486153,800.485059,919.4968089,859.2567901,859.7824225,861.8301404,848.771294,845.0883454,855.8321671,849.0491256,823.7922673,926.7447607,856.2221415,839.5117511,958.4752145,876.8984519,817.0876576
Gene2067,18.09374708,16.6991896,15.36337969,17.79318028,15.01943078,18.14284641,15.64378143,20.71916458,15.22681704,15.87742934,14.74775156,21.49836098,21.28223876,22.91539998,19.5178553,11.90388379,9.680047846,13.83514958
Gene2068,117.4560192,156.9723823,144.6276778,141.2504773,115.0682197,139.0166153,110.9286319,122.409777,139.7604278,106.6885801,124.8291829,143.3224066,118.3421458,104.9396822,143.4562365,117.5508524,107.4295506,115.8354681
Gene2069,0.613347359,0,0.79465757,0,0,0.235621382,0.568864779,0.238151317,0,0.387254374,0.526705413,0,0,0.428325233,0,0,0,0
Gene2070,0,0,0,0,0,0,0.568864779,0,0,0.387254374,0.526705413,0.934711347,0.644916326,0.428325233,0,0,0.379609719,0.542554886
Gene2071,48.45444132,86.83578594,74.16803988,61.86551914,67.82968741,85.53056162,57.73977508,56.68001346,76.67790007,65.83324362,73.21205239,70.72649193,47.07889181,69.60285042,74.16785014,58.66914154,77.06077305,75.68640653
Gene2072,0.613347359,0,0,1.094964941,0,1.178106909,0,0,0.543814894,1.161763123,0.263352706,0,1.289832652,2.5699514,1.219865956,0,0.569414579,0
Gene2073,18.09374708,13.66297331,16.95269483,18.06692152,16.71517297,17.43598226,13.93718709,15.00353297,13.8672798,24.97790714,15.27445697,19.94050874,17.73519897,14.77722055,24.88526551,20.40665793,13.85575476,11.66493004
Gene2074,0.613347359,0,2.38397271,0.273741235,0.484497767,1.649349673,0.568864779,1.428907902,1.359537235,0.774508748,2.106821651,1.869422694,0.161229082,0.428325233,0,0.212569353,0.18980486,1.085109771
Gene2075,414.9294881,385.599469,370.5753135,372.561821,395.350178,370.3968123,398.2053454,403.4283311,392.3624461,443.9871401,386.3384203,400.368027,402.7502457,398.7707922,374.0109022,429.6026632,438.6390308,439.4694573
Gene2076,54.28124123,60.11708257,61.98329047,58.58062432,58.13973206,64.79588002,51.19783012,66.68236878,64.17015751,56.92639301,60.04441707,62.31408981,47.56257905,49.47156445,52.45423612,41.02588521,58.83950651,52.35654645
Gene2077,3.373410472,8.197783987,19.86643925,0,3.39148437,20.49906022,5.973080181,6.191934244,10.33248299,3.291662181,13.69434073,8.412402124,5.481788772,5.78239065,8.295088502,5.314233835,2.087853457,6.781936069
Gene2078,1380.951578,1464.670739,1371.578966,1434.130331,1396.564814,1337.151342,1450.889619,1434.147231,1391.350407,1508.743042,1383.391767,1466.562104,1436.067429,1398.696049,1416.752322,1416.98731,1453.525616,1404.674599
Gene2079,1380.951578,1464.670739,1371.578966,1434.130331,1396.564814,1337.151342,1450.889619,1434.147231,1391.350407,1508.743042,1383.391767,1466.562104,1436.067429,1398.696049,1416.752322,1416.98731,1453.525616,1404.674599
Gene2080,250.2457223,313.0338997,280.2492364,254.5793487,240.5531414,240.5694309,225.5548849,257.6797251,254.233463,234.869778,251.2384819,250.1910706,255.7093233,230.4389755,251.0484138,192.8004035,239.9133427,223.8038903
Gene2081,0.920021038,0.910864887,0.529771713,0,0.242248884,0.706864146,0.568864779,0.952605268,0,0.580881561,0.526705413,0.311570449,0,0.856650467,0.975892765,0.425138707,0.18980486,0.542554886
Gene2082,0,0,1.58931514,0,2.66473772,1.413728291,1.137729558,0.238151317,1.631444682,0,1.316763532,0.934711347,0.967374489,1.070813083,0,0.425138707,1.518438878,1.085109771
Gene2083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243973191,0,0,0
Gene2084,3.066736793,2.428973033,4.503059564,0,0.968995534,3.063077965,3.413188675,1.667059219,2.175259576,2.904407807,1.580116239,2.804134041,1.451061734,3.426601867,3.659597869,1.27541612,1.138829158,2.441496985
Gene2085,90.77540906,142.7021657,199.9888218,105.937858,121.8511884,184.7271634,110.9286319,122.1716257,197.9486215,92.36016825,160.1184455,162.3282039,105.7662775,141.7756522,190.5430624,106.7098154,156.2093996,215.665567
Gene2086,232.1519752,210.7134106,204.2269955,224.7415541,197.1905912,194.6232614,207.351212,216.0032446,196.0452693,181.4286743,198.3045879,165.7554789,187.9931091,210.7360148,199.0821241,188.3364471,183.5412994,182.2984415
Gene2087,55.50793595,47.06135252,38.14356337,40.23996157,64.19595415,53.72167507,26.16777984,21.90992117,9.516760647,60.60530957,29.23215041,27.10662907,33.69687804,46.04496258,17.81004296,19.13124181,16.70282766,10.57982027
Gene2088,0,0,0,0,0,0.235621382,0,0,0,0,0,0,0,0,0,0,0,0
Gene2089,55.50793595,73.17281263,92.97493571,56.39069444,85.75610479,103.2021653,64.28172004,76.92287541,88.36992029,69.1249058,81.37598629,84.43559169,92.70672188,91.01911209,98.07722288,72.69871887,108.18877,97.38860195
Gene2090,0.920021038,0.910864887,0.79465757,0.54748247,0.484497767,0.471242764,1.991026727,0.238151317,0.271907447,0.968135936,0.526705413,0.311570449,0.644916326,0.428325233,0.243973191,0.850277414,0,0
Gene2091,9.813557737,6.983297471,3.443516137,4.106118527,5.329475439,5.419291783,7.110809739,6.906388195,3.806704259,5.421561239,2.106821651,3.427274939,4.353185201,10.70813083,1.95178553,6.164511249,5.504340932,3.255329313
Gene2092,40.78759934,54.65189325,54.30160063,45.71478627,42.39355463,38.17066387,36.97621064,45.96320419,35.89178301,39.49994617,41.60972762,49.22813095,34.0193362,38.76343362,52.45423612,36.13679008,33.78526503,35.537345
